sample	entrez	no_ALL_muts	no_NSI_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss
sim36	79669	0	0	0	0	0	7	1	0
sim36	79714	0	0	0	0	0	7	1	0
sim36	79844	0	0	0	0	0	7	1	0
sim36	79943	0	0	0	0	0	7	1	0
sim36	79973	0	0	0	0	0	7	1	0
sim36	80168	0	0	0	0	0	7	1	0
sim36	80235	0	0	0	0	0	8	1	0
sim36	80314	0	0	0	0	0	3	0	0
sim36	80820	0	0	0	0	0	7	1	0
sim36	81050	0	0	0	0	0	10	1	0
sim36	81796	0	0	0	0	0	10	1	0
sim36	84066	0	0	0	0	0	11	1	0
sim36	84154	0	0	0	0	0	7	1	0
sim36	84159	0	0	0	0	0	1	0	1
sim36	84318	0	0	0	0	0	10	1	0
sim36	84525	0	0	0	0	0	10	1	0
sim36	84807	0	0	0	0	0	8	1	0
sim36	84851	0	0	0	0	0	3	0	0
sim36	84898	1	1	1	0	0	2	0	0
sim36	84976	0	0	0	0	0	7	1	0
sim36	85235	0	0	0	0	0	7	1	0
sim36	85320	0	0	0	0	0	7	1	0
sim36	89872	0	0	0	0	0	7	1	0
sim36	89910	0	0	0	0	0	4	0	0
sim36	89970	0	0	0	0	0	7	1	0
sim36	90627	0	0	0	0	0	3	0	0
sim36	91147	0	0	0	0	0	8	1	0
sim36	91683	0	0	0	0	0	11	1	0
sim36	91687	0	0	0	0	0	8	1	0
sim36	93129	0	0	0	0	0	7	1	0
sim36	93661	0	0	0	0	0	7	1	0
sim36	94032	0	0	0	0	0	9	1	0
sim36	113655	0	0	0	0	0	7	1	0
sim36	114822	0	0	0	0	0	10	1	0
sim36	115207	0	0	0	0	0	8	1	0
sim36	116535	0	0	0	0	0	9	1	0
sim36	125336	0	0	0	0	0	7	1	0
sim36	126248	0	0	0	0	0	8	1	0
sim36	126541	0	0	0	0	0	7	1	0
sim36	126638	0	0	0	0	0	8	1	0
sim36	127068	0	0	0	0	0	8	1	0
sim36	128434	0	0	0	0	0	8	1	0
sim36	131408	0	0	0	0	0	9	1	0
sim36	131566	0	0	0	0	0	7	1	0
sim36	131583	0	0	0	0	0	7	1	0
sim36	133584	0	0	0	0	0	13	1	0
sim36	136306	0	0	0	0	0	7	1	0
sim36	136853	0	0	0	0	0	7	1	0
sim36	137902	0	0	0	0	0	4	0	0
sim36	139067	0	0	0	0	0	7	1	0
sim36	139599	0	0	0	0	0	7	1	0
sim36	140453	0	0	0	0	0	7	1	0
sim36	140459	0	0	0	0	0	7	1	0
sim36	140685	0	0	0	0	0	7	1	0
sim36	140823	0	0	0	0	0	8	1	0
sim36	145942	0	0	0	0	0	7	1	0
sim36	147968	0	0	0	0	0	7	1	0
sim36	148003	0	0	0	0	0	7	1	0
sim36	148741	0	0	0	0	0	7	1	0
sim36	151354	0	0	0	0	0	4	0	0
sim36	154661	0	0	0	0	0	8	1	0
sim36	157567	0	0	0	0	0	9	1	0
sim36	157724	0	0	0	0	0	9	1	0
sim36	158787	0	0	0	0	0	7	1	0
sim36	158830	0	0	0	0	0	7	1	0
sim36	163259	0	0	0	0	0	13	1	0
sim36	167127	0	0	0	0	0	7	1	0
sim36	170506	0	0	0	0	0	6	0	0
sim36	171019	0	0	0	0	0	1	0	1
sim36	201501	0	0	0	0	0	10	1	0
sim36	202151	0	0	0	0	0	13	1	0
sim36	203522	0	0	0	0	0	7	1	0
sim36	204801	0	0	0	0	0	9	1	0
sim36	219621	0	0	0	0	0	7	1	0
sim36	219858	0	0	0	0	0	3	0	0
sim36	221322	0	0	0	0	0	8	1	0
sim36	221421	0	0	0	0	0	7	1	0
sim36	221955	0	0	0	0	0	8	1	0
sim36	245972	0	0	0	0	0	7	1	0
sim36	246721	0	0	0	0	0	12	1	0
sim36	254158	0	0	0	0	0	7	1	0
sim36	254827	0	0	0	0	0	9	1	0
sim36	259296	0	0	0	0	0	8	1	0
sim36	284312	0	0	0	0	0	8	1	0
sim36	285242	0	0	0	0	0	8	1	0
sim36	285966	0	0	0	0	0	7	1	0
sim36	286527	0	0	0	0	0	9	1	0
sim36	339829	0	0	0	0	0	10	1	0
sim36	339855	0	0	0	0	0	9	1	0
sim36	339967	0	0	0	0	0	7	1	0
sim36	340602	0	0	0	0	0	7	1	0
sim36	344752	0	0	0	0	0	8	1	0
sim36	344901	0	0	0	0	0	9	1	0
sim36	346389	0	0	0	0	0	8	1	0
sim36	347541	0	0	0	0	0	9	1	0
sim36	347736	0	0	0	0	0	7	1	0
sim36	349565	0	0	0	0	0	7	1	0
sim36	353137	0	0	0	0	0	4	0	0
sim36	353514	0	0	0	0	0	7	1	0
sim36	360023	0	0	0	0	0	7	1	0
sim36	375387	0	0	0	0	0	7	1	0
sim36	375444	0	0	0	0	0	7	1	0
sim36	389677	0	0	0	0	0	7	1	0
sim36	389941	0	0	0	0	0	7	1	0
sim36	390927	0	0	0	0	0	7	1	0
sim36	390937	0	0	0	0	0	8	1	0
sim36	391107	0	0	0	0	0	8	1	0
sim36	392617	0	0	0	0	0	7	1	0
sim36	400831	0	0	0	0	0	8	1	0
sim36	401466	0	0	0	0	0	7	1	0
sim36	401612	0	0	0	0	0	10	1	0
sim36	402573	0	0	0	0	0	9	1	0
sim36	442721	0	0	0	0	0	7	1	0
sim36	448835	0	0	0	0	0	8	1	0
sim36	644943	0	0	0	0	0	9	1	0
sim36	653316	0	0	0	0	0	7	1	0
sim36	654364	0	0	0	0	0	8	1	0
sim36	654463	0	0	0	0	0	7	1	0
sim36	727957	0	0	0	0	0	7	1	0
sim36	729447	0	0	0	0	0	7	1	0
sim36	729597	0	0	0	0	0	13	1	0
sim36	730051	0	0	0	0	0	7	1	0
sim36	100130771	0	0	0	0	0	8	1	0
sim36	100431172	0	0	0	0	0	7	1	0
sim36	100462983	0	0	0	0	0	8	1	0
sim36	100507537	0	0	0	0	0	7	1	0
sim36	100526740	0	0	0	0	0	17	1	0
sim37	108	0	0	0	0	0	13	1	0
sim37	114	0	0	0	0	0	12	1	0
sim37	146	0	0	0	0	0	12	1	0
sim37	165	0	0	0	0	0	10	1	0
sim37	185	0	0	0	0	0	11	1	0
sim37	208	0	0	0	0	0	4	0	0
sim37	225	1	1	1	0	0	10	1	0
sim37	284	0	0	0	0	0	12	1	0
sim37	357	0	0	0	0	0	12	1	0
sim37	369	0	0	0	0	0	12	1	0
sim37	480	0	0	0	0	0	12	1	0
sim37	546	1	1	1	0	0	2	0	0
sim37	575	0	0	0	0	0	16	1	0
sim37	746	0	0	0	0	0	10	1	0
sim37	784	0	0	0	0	0	5	0	0
sim37	793	0	0	0	0	0	12	1	0
sim37	889	0	0	0	0	0	13	1	0
sim37	909	0	0	0	0	0	10	1	0
sim37	922	0	0	0	0	0	10	1	0
sim37	1020	0	0	0	0	0	6	0	0
sim37	1130	0	0	0	0	0	10	1	0
sim37	1173	0	0	0	0	0	19	1	0
sim37	1294	0	0	0	0	0	6	0	0
sim37	1382	0	0	0	0	0	10	1	0
sim37	1485	0	0	0	0	0	10	1	0
sim37	1584	0	0	0	0	0	12	1	0
sim37	1591	0	0	0	0	0	10	1	0
sim37	1601	0	0	0	0	0	16	1	0
sim37	1641	0	0	0	0	0	11	1	0
sim37	1654	0	0	0	0	0	18	1	0
sim37	1660	0	0	0	0	0	11	1	0
sim37	1794	0	0	0	0	0	6	0	0
sim37	1821	0	0	0	0	0	12	1	0
sim37	1948	0	0	0	0	0	4	0	0
sim37	2000	1	1	1	0	0	2	0	0
sim37	2013	0	0	0	0	0	10	1	0
sim37	2021	0	0	0	0	0	11	1	0
sim37	2049	0	0	0	0	0	17	1	0
sim37	2050	0	0	0	0	0	3	0	0
sim37	2187	0	0	0	0	0	11	1	0
sim37	2194	0	0	0	0	0	10	1	0
sim37	2215	0	0	0	0	0	9	0	0
sim37	2224	0	0	0	0	0	10	1	0
sim37	2239	0	0	0	0	0	11	1	0
sim37	2248	0	0	0	0	0	15	1	0
sim37	2258	0	0	0	0	0	11	1	0
sim37	2271	0	0	0	0	0	10	1	0
sim37	2318	0	0	0	0	0	10	1	0
sim37	2516	0	0	0	0	0	6	0	0
sim37	2693	0	0	0	0	0	17	1	0
sim37	2783	0	0	0	0	0	14	1	0
sim37	2803	0	0	0	0	0	9	0	0
sim37	2843	0	0	0	0	0	9	0	0
sim37	2863	0	0	0	0	0	11	1	0
sim37	2887	0	0	0	0	0	10	1	0
sim37	2917	0	0	0	0	0	4	0	0
sim37	2918	0	0	0	0	0	10	1	0
sim37	2922	0	0	0	0	0	16	1	0
sim37	2977	0	0	0	0	0	3	0	0
sim37	3052	0	0	0	0	0	10	1	0
sim37	3075	0	0	0	0	0	10	1	0
sim37	3200	0	0	0	0	0	4	0	0
sim37	3273	0	0	0	0	0	15	1	0
sim37	3321	0	0	0	0	0	4	0	0
sim37	3626	0	0	0	0	0	26	1	0
sim37	3636	1	1	1	1	0	2	0	0
sim37	3696	0	0	0	0	0	6	0	0
sim37	3730	0	0	0	0	0	11	1	0
sim37	3786	0	0	0	0	0	14	1	0
sim37	3883	0	0	0	0	0	10	1	0
sim37	4007	0	0	0	0	0	10	1	0
sim37	4061	0	0	0	0	0	11	1	0
sim37	4159	0	0	0	0	0	11	1	0
sim37	4225	0	0	0	0	0	16	1	0
sim37	4430	0	0	0	0	0	5	0	0
sim37	4609	0	0	0	0	0	10	1	0
sim37	4670	0	0	0	0	0	14	1	0
sim37	4810	0	0	0	0	0	10	1	0
sim37	4923	0	0	0	0	0	12	1	0
sim37	4943	0	0	0	0	0	11	1	0
sim37	4951	0	0	0	0	0	10	1	0
sim37	4956	0	0	0	0	0	10	1	0
sim37	4983	0	0	0	0	0	10	1	0
sim37	5010	0	0	0	0	0	11	1	0
sim37	5024	0	0	0	0	0	5	0	0
sim37	5078	0	0	0	0	0	10	1	0
sim37	5137	0	0	0	0	0	10	1	0
sim37	5150	0	0	0	0	0	12	1	0
sim37	5154	0	0	0	0	0	6	0	0
sim37	5165	0	0	0	0	0	10	1	0
sim37	5168	0	0	0	0	0	12	1	0
sim37	5174	0	0	0	0	0	10	1	0
sim37	5207	0	0	0	0	0	11	1	0
sim37	5218	0	0	0	0	0	14	1	0
sim37	5224	0	0	0	0	0	9	0	0
sim37	5255	0	0	0	0	0	10	1	0
sim37	5290	1	1	0	0	1	4	0	0
sim37	5297	0	0	0	0	0	3	0	0
sim37	5365	0	0	0	0	0	11	1	0
sim37	5422	0	0	0	0	0	10	1	0
sim37	5426	0	0	0	0	0	4	0	0
sim37	5445	0	0	0	0	0	9	0	0
sim37	5456	0	0	0	0	0	11	1	0
sim37	5566	1	1	1	0	0	2	0	0
sim37	5569	0	0	0	0	0	11	1	0
sim37	5591	0	0	0	0	0	11	1	0
sim37	5693	0	0	0	0	0	10	1	0
sim37	5743	0	0	0	0	0	11	1	0
sim37	5764	1	1	0	0	0	2	0	0
sim37	5778	0	0	0	0	0	10	1	0
sim37	5867	0	0	0	0	0	12	1	0
sim37	5886	0	0	0	0	0	19	1	0
sim37	6036	0	0	0	0	0	10	1	0
sim37	6039	0	0	0	0	0	15	1	0
sim37	6133	0	0	0	0	0	13	1	0
sim37	6258	0	0	0	0	0	9	0	0
sim37	6262	0	0	0	0	0	4	0	0
sim37	6263	0	0	0	0	0	4	0	0
sim37	6273	0	0	0	0	0	9	0	0
sim37	6335	0	0	0	0	0	3	0	0
sim37	6336	0	0	0	0	0	4	0	0
sim37	6426	0	0	0	0	0	13	1	0
sim37	6445	0	0	0	0	0	12	1	0
sim37	6478	0	0	0	0	0	10	1	0
sim37	6482	0	0	0	0	0	13	1	0
sim37	6502	0	0	0	0	0	13	1	0
sim37	6506	0	0	0	0	0	4	0	0
sim37	6542	1	1	1	0	0	2	0	0
sim37	6564	0	0	0	0	0	7	0	0
sim37	6608	0	0	0	0	0	9	0	0
sim37	6619	0	0	0	0	0	4	0	0
sim37	6646	0	0	0	0	0	10	1	0
sim37	6713	0	0	0	0	0	14	1	0
sim37	6714	0	0	0	0	0	10	1	0
sim37	6770	0	0	0	0	0	12	1	0
sim37	6789	0	0	0	0	0	10	1	0
sim37	6837	0	0	0	0	0	10	1	0
sim37	6872	0	0	0	0	0	10	1	0
sim37	7013	0	0	0	0	0	10	1	0
sim37	7038	0	0	0	0	0	12	1	0
sim37	7071	0	0	0	0	0	10	1	0
sim37	7099	0	0	0	0	0	9	0	0
sim37	7273	1	1	1	0	0	4	0	0
sim37	7431	0	0	0	0	0	12	1	0
sim37	7454	0	0	0	0	0	12	1	0
sim37	7465	1	1	1	0	0	2	0	0
sim37	7504	0	0	0	0	0	10	1	0
sim37	7553	0	0	0	0	0	13	1	0
sim37	7762	0	0	0	0	0	3	0	0
sim37	8260	0	0	0	0	0	11	1	0
sim37	8289	2	2	1	2	0	2	0	0
sim37	8290	0	0	0	0	0	10	1	0
sim37	8444	0	0	0	0	0	10	1	0
sim37	8452	1	1	1	0	0	2	0	0
sim37	8487	0	0	0	0	0	22	1	0
sim37	8708	0	0	0	0	0	4	0	0
sim37	8775	0	0	0	0	0	4	0	0
sim37	8807	0	0	0	0	0	4	0	0
sim37	8832	0	0	0	0	0	10	1	0
sim37	8874	0	0	0	0	0	3	0	0
sim37	8895	0	0	0	0	0	10	1	0
sim37	8906	0	0	0	0	0	10	1	0
sim37	8989	1	1	1	0	0	2	0	0
sim37	9001	0	0	0	0	0	10	1	0
sim37	9123	0	0	0	0	0	10	1	0
sim37	9162	0	0	0	0	0	12	1	0
sim37	9166	0	0	0	0	0	12	1	0
sim37	9185	0	0	0	0	0	6	0	0
sim37	9202	0	0	0	0	0	3	0	0
sim37	9242	0	0	0	0	0	12	1	0
sim37	9329	0	0	0	0	0	10	1	0
sim37	9344	0	0	0	0	0	4	0	0
sim37	9348	0	0	0	0	0	4	0	0
sim37	9356	0	0	0	0	0	4	0	0
sim37	9381	0	0	0	0	0	4	0	0
sim37	9420	0	0	0	0	0	6	0	0
sim37	9422	0	0	0	0	0	10	1	0
sim37	9447	0	0	0	0	0	10	1	0
sim37	9489	0	0	0	0	0	4	0	0
sim37	9496	0	0	0	0	0	11	1	0
sim37	9760	0	0	0	0	0	10	1	0
sim37	9821	0	0	0	0	0	14	1	0
sim37	9823	0	0	0	0	0	12	1	0
sim37	9826	0	0	0	0	0	10	1	0
sim37	9857	0	0	0	0	0	9	0	0
sim37	9883	0	0	0	0	0	9	0	0
sim37	9886	0	0	0	0	0	29	1	0
sim37	10014	0	0	0	0	0	4	0	0
sim37	10073	0	0	0	0	0	65	1	0
sim37	10129	0	0	0	0	0	4	0	0
sim37	10134	0	0	0	0	0	12	1	0
sim37	10157	0	0	0	0	0	11	1	0
sim37	10159	0	0	0	0	0	10	1	0
sim37	10160	0	0	0	0	0	12	1	0
sim37	10221	0	0	0	0	0	9	0	0
sim37	10262	0	0	0	0	0	10	1	0
sim37	10277	0	0	0	0	0	5	0	0
sim37	10279	0	0	0	0	0	6	0	0
sim37	10288	0	0	0	0	0	10	1	0
sim37	10397	0	0	0	0	0	10	1	0
sim37	10404	0	0	0	0	0	10	1	0
sim37	10443	0	0	0	0	0	12	1	0
sim37	10446	0	0	0	0	0	4	0	0
sim37	10557	0	0	0	0	0	12	1	0
sim37	10611	0	0	0	0	0	4	0	0
sim37	10631	0	0	0	0	0	20	1	0
sim37	10735	0	0	0	0	0	10	1	0
sim37	10743	0	0	0	0	0	4	0	0
sim37	10782	0	0	0	0	0	10	1	0
sim37	10868	0	0	0	0	0	6	0	0
sim37	10956	0	0	0	0	0	23	1	0
sim37	10980	0	0	0	0	0	10	1	0
sim37	11030	0	0	0	0	0	12	1	0
sim37	11198	0	0	0	0	0	15	1	0
sim37	11236	0	0	0	0	0	10	1	0
sim37	11259	0	0	0	0	0	10	1	0
sim37	11335	0	0	0	0	0	9	0	0
sim37	11343	1	1	1	0	0	2	0	0
sim37	22826	1	1	1	1	0	2	0	0
sim37	22866	0	0	0	0	0	10	1	0
sim37	23005	0	0	0	0	0	4	0	0
sim37	23043	0	0	0	0	0	15	1	0
sim37	23046	1	1	1	0	0	2	0	0
sim37	23053	0	0	0	0	0	17	1	0
sim37	23116	0	0	0	0	0	19	1	0
sim37	23120	1	1	1	0	0	2	0	0
sim37	23144	0	0	0	0	0	9	0	0
sim37	23165	0	0	0	0	0	6	0	0
sim37	23167	0	0	0	0	0	14	1	0
sim37	23259	0	0	0	0	0	13	1	0
sim37	23304	0	0	0	0	0	10	1	0
sim37	23328	0	0	0	0	0	20	1	0
sim37	23341	0	0	0	0	0	4	0	0
sim37	23345	0	0	0	0	0	4	0	0
sim37	23462	0	0	0	0	0	14	1	0
sim37	23510	0	0	0	0	0	10	1	0
sim37	23522	1	1	1	0	0	2	0	0
sim37	23530	0	0	0	0	0	12	1	0
sim37	23547	0	0	0	0	0	10	1	0
sim37	23607	0	0	0	0	0	0	0	1
sim37	24137	0	0	0	0	0	10	1	0
sim37	25831	0	0	0	0	0	5	0	0
sim37	25879	0	0	0	0	0	17	1	0
sim37	25962	0	0	0	0	0	8	0	0
sim37	25984	0	0	0	0	0	10	1	0
sim37	26038	0	0	0	0	0	4	0	0
sim37	26136	0	0	0	0	0	10	1	0
sim37	26166	0	0	0	0	0	6	0	0
sim37	26272	1	1	1	0	0	2	0	0
sim37	26290	0	0	0	0	0	11	1	0
sim37	26339	0	0	0	0	0	15	1	0
sim37	26747	0	0	0	0	0	3	0	0
sim37	26750	0	0	0	0	0	11	1	0
sim37	27044	0	0	0	0	0	11	1	0
sim37	27121	0	0	0	0	0	10	1	0
sim37	27164	0	0	0	0	0	4	0	0
sim37	27253	0	0	0	0	0	12	1	0
sim37	27333	0	0	0	0	0	11	1	0
sim37	27334	0	0	0	0	0	11	1	0
sim37	29893	0	0	0	0	0	10	1	0
sim37	29899	0	0	0	0	0	15	1	0
sim37	29919	0	0	0	0	0	14	1	0
sim37	29999	0	0	0	0	0	10	1	0
sim37	50604	0	0	0	0	0	10	1	0
sim37	50840	0	0	0	0	0	13	1	0
sim37	50848	0	0	0	0	0	11	1	0
sim37	50945	0	0	0	0	0	11	1	0
sim37	51006	0	0	0	0	0	12	1	0
sim37	51029	0	0	0	0	0	10	1	0
sim37	51043	0	0	0	0	0	10	1	0
sim37	51160	0	0	0	0	0	11	1	0
sim37	51199	0	0	0	0	0	15	1	0
sim37	51205	0	0	0	0	0	11	1	0
sim37	51292	0	0	0	0	0	10	1	0
sim37	51319	0	0	0	0	0	15	1	0
sim37	51340	0	0	0	0	0	12	1	0
sim37	51366	0	0	0	0	0	10	1	0
sim37	51372	0	0	0	0	0	9	0	0
sim37	51412	0	0	0	0	0	12	1	0
sim37	51594	1	1	1	0	0	2	0	0
sim37	51604	0	0	0	0	0	11	1	0
sim37	51663	0	0	0	0	0	15	1	0
sim37	51667	0	0	0	0	0	11	1	0
sim37	51761	0	0	0	0	0	12	1	0
sim37	51764	0	0	0	0	0	10	1	0
sim37	53353	0	0	0	0	0	4	0	0
sim37	54331	0	0	0	0	0	13	1	0
sim37	54345	0	0	0	0	0	11	1	0
sim37	54413	0	0	0	0	0	11	1	0
sim37	54821	0	0	0	0	0	10	1	0
sim37	54904	0	0	0	0	0	13	1	0
sim37	54960	0	0	0	0	0	10	1	0
sim37	55069	0	0	0	0	0	10	1	0
sim37	55107	0	0	0	0	0	19	1	0
sim37	55157	0	0	0	0	0	11	1	0
sim37	55168	0	0	0	0	0	10	1	0
sim37	55173	0	0	0	0	0	10	1	0
sim37	55226	0	0	0	0	0	4	0	0
sim37	55326	1	1	1	1	0	2	0	0
sim37	55529	0	0	0	0	0	12	1	0
sim37	55644	0	0	0	0	0	15	1	0
sim37	55656	0	0	0	0	0	13	1	0
sim37	55741	0	0	0	0	0	13	1	0
sim37	55754	0	0	0	0	0	4	0	0
sim37	55787	0	0	0	0	0	15	1	0
sim37	55859	0	0	0	0	0	11	1	0
sim37	55870	0	0	0	0	0	9	0	0
sim37	55902	0	0	0	0	0	10	1	0
sim37	56062	0	0	0	0	0	6	0	0
sim37	56130	0	0	0	0	0	4	0	0
sim37	56155	0	0	0	0	0	10	1	0
sim37	56256	0	0	0	0	0	4	0	0
sim37	56271	0	0	0	0	0	10	1	0
sim37	56547	0	0	0	0	0	9	0	0
sim37	56892	0	0	0	0	0	14	1	0
sim37	56927	0	0	0	0	0	12	1	0
sim37	57094	0	0	0	0	0	12	1	0
sim37	57221	1	1	1	0	0	2	0	0
sim37	57410	0	0	0	0	0	4	0	0
sim37	57477	0	0	0	0	0	10	1	0
sim37	57480	0	0	0	0	0	16	1	0
sim37	57508	0	0	0	0	0	12	1	0
sim37	57526	0	0	0	0	0	11	1	0
sim37	57578	0	0	0	0	0	4	0	0
sim37	57604	0	0	0	0	0	19	1	0
sim37	57645	0	0	0	0	0	10	1	0
sim37	57795	0	0	0	0	0	10	1	0
sim37	58493	0	0	0	0	0	11	1	0
sim37	58533	0	0	0	0	0	29	1	0
sim37	59353	0	0	0	0	0	12	1	0
sim37	63934	0	0	0	0	0	10	1	0
sim37	63941	0	0	0	0	0	12	1	0
sim37	63979	0	0	0	0	0	9	0	0
sim37	64087	0	0	0	0	0	3	0	0
sim37	64089	0	0	0	0	0	12	1	0
sim37	64326	0	0	0	0	0	9	0	0
sim37	64577	0	0	0	0	0	3	0	0
sim37	64718	0	0	0	0	0	10	1	0
sim37	64840	0	0	0	0	0	11	1	0
sim37	64881	0	0	0	0	0	4	0	0
sim37	64978	0	0	0	0	0	12	1	0
sim37	65056	1	1	1	0	0	2	0	0
sim37	79054	1	1	1	0	0	2	0	0
sim37	79075	0	0	0	0	0	11	1	0
sim37	79159	0	0	0	0	0	8	0	0
sim37	79581	0	0	0	0	0	16	1	0
sim37	79670	0	0	0	0	0	11	1	0
sim37	79706	0	0	0	0	0	12	1	0
sim37	79752	0	0	0	0	0	10	1	0
sim37	79810	0	0	0	0	0	7	0	0
sim37	79887	0	0	0	0	0	14	1	0
sim37	79925	0	0	0	0	0	13	1	0
sim37	79932	0	0	0	0	0	5	0	0
sim37	80003	0	0	0	0	0	12	1	0
sim37	80005	0	0	0	0	0	10	1	0
sim37	80133	0	0	0	0	0	9	0	0
sim37	80139	0	0	0	0	0	12	1	0
sim37	80336	0	0	0	0	0	10	1	0
sim37	80714	0	0	0	0	0	10	1	0
sim37	80775	0	0	0	0	0	10	1	0
sim37	80851	0	0	0	0	0	12	1	0
sim37	81448	0	0	0	0	0	12	1	0
sim37	81578	0	0	0	0	0	8	0	0
sim37	81844	0	0	0	0	0	12	1	0
sim37	81887	0	0	0	0	0	10	1	0
sim37	83540	0	0	0	0	0	10	1	0
sim37	83872	0	0	0	0	0	5	0	0
sim37	83902	0	0	0	0	0	10	1	0
sim37	84179	0	0	0	0	0	4	0	0
sim37	84283	0	0	0	0	0	10	1	0
sim37	84326	0	0	0	0	0	10	1	0
sim37	84451	0	0	0	0	0	10	1	0
sim37	84548	0	0	0	0	0	10	1	0
sim37	84636	0	0	0	0	0	12	1	0
sim37	84641	1	1	0	0	0	2	0	0
sim37	84679	0	0	0	0	0	11	1	0
sim37	84707	0	0	0	0	0	12	1	0
sim37	84735	0	0	0	0	0	4	0	0
sim37	84747	0	0	0	0	0	18	1	0
sim37	84944	0	0	0	0	0	10	1	0
sim37	84962	0	0	0	0	0	10	1	0
sim37	84985	0	0	0	0	0	16	1	0
sim37	85320	0	0	0	0	0	5	0	0
sim37	89795	0	0	0	0	0	4	0	0
sim37	89801	0	0	0	0	0	11	1	0
sim37	89927	0	0	0	0	0	14	1	0
sim37	90293	1	1	1	0	0	2	0	0
sim37	90634	0	0	0	0	0	0	0	1
sim37	90809	0	0	0	0	0	15	1	0
sim37	91461	0	0	0	0	0	5	0	0
sim37	91694	0	0	0	0	0	26	1	0
sim37	91748	0	0	0	0	0	5	0	0
sim37	91949	0	0	0	0	0	3	0	0
sim37	92241	0	0	0	0	0	11	1	0
sim37	92340	0	0	0	0	0	11	1	0
sim37	92591	0	0	0	0	0	9	0	0
sim37	93035	0	0	0	0	0	9	0	0
sim37	93100	0	0	0	0	0	10	1	0
sim37	93380	0	0	0	0	0	11	1	0
sim37	94025	0	0	0	0	0	14	1	0
sim37	112487	0	0	0	0	0	14	1	0
sim37	115111	0	0	0	0	0	10	1	0
sim37	115352	0	0	0	0	0	6	0	0
sim37	116039	0	0	0	0	0	10	1	0
sim37	121214	0	0	0	0	0	4	0	0
sim37	126668	0	0	0	0	0	10	1	0
sim37	127066	0	0	0	0	0	10	1	0
sim37	127069	0	0	0	0	0	12	1	0
sim37	127495	0	0	0	0	0	7	0	0
sim37	127665	0	0	0	0	0	4	0	0
sim37	128153	0	0	0	0	0	10	1	0
sim37	128240	0	0	0	0	0	11	1	0
sim37	128367	0	0	0	0	0	10	1	0
sim37	128859	0	0	0	0	0	10	1	0
sim37	131583	0	0	0	0	0	12	1	0
sim37	134145	0	0	0	0	0	10	1	0
sim37	136371	0	0	0	0	0	10	1	0
sim37	137362	0	0	0	0	0	10	1	0
sim37	138065	0	0	0	0	0	9	0	0
sim37	138715	0	0	0	0	0	4	0	0
sim37	138799	0	0	0	0	0	12	1	0
sim37	139212	0	0	0	0	0	11	1	0
sim37	139324	0	0	0	0	0	11	1	0
sim37	139420	0	0	0	0	0	12	1	0
sim37	139425	0	0	0	0	0	11	1	0
sim37	139628	0	0	0	0	0	11	1	0
sim37	139735	0	0	0	0	0	11	1	0
sim37	140628	0	0	0	0	0	10	1	0
sim37	140701	0	0	0	0	0	13	1	0
sim37	140803	0	0	0	0	0	3	0	0
sim37	142684	0	0	0	0	0	11	1	0
sim37	145773	1	1	1	0	0	2	0	0
sim37	147841	0	0	0	0	0	10	1	0
sim37	149013	0	0	0	0	0	10	1	0
sim37	149628	0	0	0	0	0	9	0	0
sim37	150737	1	1	1	0	0	2	0	0
sim37	151613	0	0	0	0	0	15	1	0
sim37	157753	0	0	0	0	0	17	1	0
sim37	157777	0	0	0	0	0	10	1	0
sim37	157807	0	0	0	0	0	4	0	0
sim37	158158	0	0	0	0	0	11	1	0
sim37	158506	0	0	0	0	0	11	1	0
sim37	159090	0	0	0	0	0	10	1	0
sim37	160897	0	0	0	0	0	10	1	0
sim37	163486	0	0	0	0	0	10	1	0
sim37	163859	0	0	0	0	0	4	0	0
sim37	164237	0	0	0	0	0	11	1	0
sim37	168975	0	0	0	0	0	14	1	0
sim37	169200	0	0	0	0	0	10	1	0
sim37	169966	0	0	0	0	0	11	1	0
sim37	171023	0	0	0	0	0	6	0	0
sim37	197407	0	0	0	0	0	10	1	0
sim37	200030	0	0	0	0	0	10	1	0
sim37	200315	0	0	0	0	0	18	1	0
sim37	200916	0	0	0	0	0	15	1	0
sim37	201254	0	0	0	0	0	11	1	0
sim37	202151	0	0	0	0	0	13	1	0
sim37	219469	0	0	0	0	0	4	0	0
sim37	219527	0	0	0	0	0	4	0	0
sim37	219749	0	0	0	0	0	4	0	0
sim37	221091	0	0	0	0	0	12	1	0
sim37	221711	0	0	0	0	0	5	0	0
sim37	221914	0	0	0	0	0	12	1	0
sim37	225689	0	0	0	0	0	10	1	0
sim37	245934	0	0	0	0	0	12	1	0
sim37	253832	0	0	0	0	0	12	1	0
sim37	253959	0	0	0	0	0	42	1	0
sim37	254013	0	0	0	0	0	12	1	0
sim37	254879	0	0	0	0	0	12	1	0
sim37	255798	0	0	0	0	0	15	1	0
sim37	255809	0	0	0	0	0	11	1	0
sim37	256130	0	0	0	0	0	51	1	0
sim37	283951	0	0	0	0	0	10	1	0
sim37	284071	0	0	0	0	0	10	1	0
sim37	284532	0	0	0	0	0	12	1	0
sim37	286046	0	0	0	0	0	26	1	0
sim37	286077	0	0	0	0	0	10	1	0
sim37	340527	0	0	0	0	0	11	1	0
sim37	344658	0	0	0	0	0	12	1	0
