sample	entrez	no_ALL_muts	no_NTDam_muts	no_TRUNC_muts	no_GOF_muts	Copy_number	CNVGain	CNVLoss	duplicability	ohnolog	essentiality_percentage	expressed_tissues_rnaseq	expressed_tissues_protein	ppin_degree	ppin_betweenness	ppin_clustering	complexes	mirna	ppin_hub	old	metazoans	vertebrates	mammalsPrimates	essentiality_oneCellLine	rnaseq_never	rnaseq_middle	protein_high	score
sim88	10009	0	0	0	0	8	1	0	0	1	0	43	42	49	10559.7576823539	0.0637755102040816	2	83	1	1	0	0	0	0	0	0	1	0.2775218251786123
sim35	54805	2	1	0	0	2	0	0	0	1	0.571428571428571	39	36	6	489.255225773999	0.0666666666666667	3	61	0	1	0	0	0	1	0	0	0	0.27743581717554555
sim71	5747	0	0	0	0	4	1	0	0	1	7.95454545454545	42	41	155	93163.6806441821	0.0972769166317553	10	9	1	1	0	0	0	1	0	0	1	0.2774108312455748
sim5	6758	0	0	0	0	30	1	0	1	0	2.25988700564972	0	36	5	69.9935267106452	0	3	21	0	0	0	0	1	1	1	0	0	0.2773750192860349
sim78	92335	0	0	0	0	7	1	0	0	1	18.9189189189189	43	43	10	1489.32982223798	0.2	3	14	0	1	0	0	0	1	0	0	1	0.27735915920945753
sim46	91687	0	0	0	0	13	1	0	0	0	25.7309941520468	34	42	11	2143.08752183861	0.109090909090909	15	34	0	0	1	0	0	1	0	1	1	0.2773566384110289
sim71	23195	2	2	0	0	2	0	0	0	0	52.9069767441861	42	30	50	7825.0261507714	0.0751020408163265	3	18	1	1	0	0	0	1	0	0	0	0.2773502692913129
sim90	23097	1	1	0	0	2	0	0	1	1	0	42	44	63	6877.44943027919	0.236559139784946	2	60	1	1	0	0	0	0	0	0	1	0.2773486894973326
sim92	6506	0	0	0	0	21	1	0	0	0	0.564971751412429	11	3	9	44.3988616264839	0.305555555555556	1	47	0	1	0	0	0	1	0	1	0	0.2773434051478398
sim98	6386	0	0	0	0	5	1	0	1	1	1.12994350282486	43	35	226	307040.778328145	0.0177777777777778	2	20	1	1	0	0	0	1	0	0	0	0.2773239196845865
sim6	57479	0	0	0	0	14	1	0	0	0	25	42	37	7	39.8394319776206	0.19047619047619	3	41	0	1	0	0	0	1	0	0	0	0.27732256280086187
sim86	9767	1	1	0	0	2	0	0	0	1	3.46820809248555	41	36	12	441.84549763454	0.257575757575758	3	24	0	1	0	0	0	1	0	0	0	0.27731424623229795
sim46	84246	0	0	0	0	12	1	0	0	0	70.1492537313433	43	36	55	891.688324502498	0.490909090909091	10	26	1	1	0	0	0	1	0	0	0	0.277309786623917
sim58	5579	1	1	0	0	2	0	0	1	1	1.18343195266272	32	9	109	47071.1376670586	0.0674481821270812	5	49	1	1	0	0	0	1	0	1	0	0.277305868014402
sim66	5290	1	1	0	1	2	0	0	0	1	9.65909090909091	42	44	96	37687.1745666545	0.0611842105263158	46	14	1	1	0	0	0	1	0	0	1	0.27727136186025414
sim41	3206	1	1	0	0	2	0	0	0	1	4.6875	24	26	22	4337.43909357852	0.125541125541126	3	81	0	0	1	0	0	1	0	1	0	0.2772600833438032
sim25	11065	0	0	0	0	5	1	0	1	0	15.4285714285714	22	38	63	11548.6189631884	0.112135176651306	16	10	1	1	0	0	0	1	0	1	0	0.2772371996700684
sim59	3782	0	0	0	0	6	1	0	0	1	28.735632183908	25	33	5	132.116276412976	0.2	3	82	0	1	0	0	0	1	0	1	0	0.2772251607831895
sim86	153830	1	1	0	0	2	0	0	1	1	1.35135135135135	43	34	16	1555.37428612596	0.0682926829268293	3	20	0	1	0	0	0	1	0	0	0	0.2772171443883348
sim70	5727	1	0	1	0	2	0	0	0	1	0	40	44	102	82849.6045468883	0.0130071830712483	9	13	1	1	0	0	0	0	0	0	1	0.27717519785518663
sim47	11215	0	0	0	0	6	1	0	0	0	0	43	41	36	4993.01219862712	0.0920634920634921	3	110	0	0	0	1	0	0	0	0	1	0.2771604424467461
sim99	6091	1	1	0	0	2	0	0	0	1	2.05479452054794	39	44	19	3385.77419614069	0.064327485380117	8	43	0	1	0	0	0	1	0	0	1	0.27713363837192717
sim95	11065	0	0	0	0	9	1	0	1	0	15.4285714285714	22	38	63	11548.6189631884	0.112135176651306	16	10	1	1	0	0	0	1	0	1	0	0.27710292762222166
sim54	10075	0	0	0	0	4	1	0	0	0	36.6279069767442	43	44	464	291826.399861424	0.0655675132196321	4	37	1	1	0	0	0	1	0	0	1	0.27709307454900867
sim78	2334	1	1	0	0	2	0	0	0	1	0.675675675675676	13	33	4	0.619978018837511	0.833333333333333	3	55	0	0	1	0	0	1	0	1	0	0.2770853354016266
sim15	2305	0	0	0	0	4	1	0	0	0	7.42857142857143	32	43	79	12285.1871478629	0.0688088283024992	9	14	1	1	0	0	0	1	0	1	1	0.277046063793171
sim20	3037	0	0	0	0	6	1	0	1	1	2.04081632653061	23	36	1	0	0	3	71	0	1	0	0	0	1	0	1	0	0.27700317397489305
sim9	25959	0	0	0	0	12	1	0	0	1	5.64971751412429	43	41	53	8414.53659966379	0.0587808417997097	3	31	1	1	0	0	0	1	0	0	1	0.2770015235401775
sim25	64062	1	1	0	0	2	0	0	0	1	4.51977401129944	43	42	46	7877.5268853141	0.0570048309178744	3	14	1	1	0	0	0	1	0	0	1	0.27698249668160374
sim70	90522	0	0	0	0	10	1	0	0	1	2.89855072463768	43	38	10	599.902683168303	0.111111111111111	3	9	0	1	0	0	0	1	0	0	0	0.2769758345577201
sim33	90390	0	0	0	0	13	1	0	0	0	60.9195402298851	43	36	42	2988.57728121779	0.533101045296167	9	17	1	0	1	0	0	1	0	0	0	0.27692924310904016
sim20	2491	0	0	0	0	5	1	0	0	0	33.3333333333333	15	36	15	1615.27538548736	0.438095238095238	14	24	0	1	0	0	0	1	0	1	0	0.2769196576256464
sim62	3064	1	1	0	0	2	0	0	0	0	6.25	43	40	268	243948.906671735	0.0269998322991783	5	7	1	1	0	0	0	1	0	0	0	0.2769150969470132
sim31	55720	1	1	0	0	2	0	0	1	0	97.1014492753623	43	37	119	12329.3158836035	0.161515453639083	2	83	1	1	0	0	0	1	0	0	0	0.2769045433299457
sim52	154214	1	1	1	0	2	0	0	0	0	0	39	36	5	15036.1646885988	0.1	3	38	0	1	0	0	0	0	0	0	0	0.27690247236545856
sim51	1933	1	1	0	0	2	0	0	1	0	2.85714285714286	43	42	83	18890.3099100805	0.179841316485454	4	8	1	1	0	0	0	1	0	0	1	0.27689216406245076
sim73	2664	0	0	0	0	5	1	0	1	1	0	43	42	91	42766.4126572973	0.0571428571428571	2	59	1	1	0	0	0	0	0	0	1	0.27688728081909586
sim78	6505	1	1	0	0	2	0	0	0	1	0.680272108843537	35	43	33	12326.0352025095	0.0189393939393939	3	33	0	1	0	0	0	1	0	1	1	0.27676404092825324
sim72	2334	0	0	0	0	7	1	0	0	1	0.675675675675676	13	33	4	0.619978018837511	0.833333333333333	3	55	0	0	1	0	0	1	0	1	0	0.27675408738271845
sim76	89894	0	0	0	0	16	1	0	0	0	1.14942528735632	41	40	16	1555.37428612596	0.0682926829268293	3	1	0	0	1	0	0	1	0	0	0	0.2767489811599863
sim6	1495	1	1	0	0	2	0	0	1	1	0.568181818181818	43	44	106	41849.4381220672	0.0905660377358491	10	6	1	0	1	0	0	1	0	0	1	0.2767080263690126
sim76	57128	0	0	0	0	5	1	0	0	0	10.3448275862069	43	42	20	3470.08636289596	0.0947368421052632	3	88	0	1	0	0	0	1	0	0	1	0.276692983932676
sim84	5565	0	0	0	0	7	1	0	0	0	0	43	44	97	54168.8533352793	0.0506872852233677	12	28	1	1	0	0	0	0	0	0	1	0.27666213815900464
sim73	159	0	0	0	0	5	1	0	1	1	20.8092485549133	43	40	44	7223.75010703878	0.0887949260042283	3	37	1	1	0	0	0	1	0	0	0	0.27663426784674455
sim73	80020	1	1	0	0	2	0	0	0	0	2.84090909090909	41	39	32	3111.784628985	0.0685483870967742	3	75	0	1	0	0	0	1	0	0	0	0.27659378378612987
sim29	5321	1	1	0	0	2	0	0	0	0	0	41	40	41	24183.2091464206	0.0829268292682927	3	41	1	1	0	0	0	0	0	0	0	0.27653597885719455
sim77	55610	1	1	0	0	2	0	0	0	0	1.15606936416185	43	43	64	12241.9010999311	0.256448412698413	1	28	1	1	0	0	0	1	0	0	1	0.27646746443256637
sim73	22803	1	1	0	0	2	0	0	0	0	23.6994219653179	43	43	79	24179.6882485188	0.141512495942876	4	17	1	1	0	0	0	1	0	0	1	0.2764287399182822
sim46	55892	0	0	0	0	20	1	0	0	0	0.588235294117647	43	44	5	89.5818954763568	0.5	3	2	0	1	0	0	0	1	0	0	1	0.2764181221489128
sim54	274	1	1	1	0	2	0	0	0	1	2.25988700564972	43	41	75	25177.617098795	0.0796396396396396	13	1	1	0	1	0	0	1	0	0	1	0.27640713400132055
sim41	5834	1	1	0	0	2	0	0	1	1	1.13636363636364	43	22	46	12416.2218249336	0.0666666666666667	3	13	1	1	0	0	0	1	0	0	0	0.27637486326986915
sim90	2176	1	0	1	0	2	0	0	0	0	6.21468926553672	41	42	65	16374.4678313078	0.09375	18	41	1	0	0	1	0	1	0	0	1	0.27637221159360575
sim66	9943	0	0	0	0	9	1	0	0	1	1.13636363636364	43	44	41	25527.6304192225	0.0890243902439024	2	34	1	1	0	0	0	1	0	0	1	0.2763616032422354
sim78	10765	0	0	0	0	6	1	0	0	1	5.09554140127389	43	38	64	87800.2286611022	0.0699404761904762	2	28	1	1	0	0	0	1	0	0	0	0.27635704310101256
sim90	118	1	1	1	0	2	0	0	0	1	0	43	34	62	22183.8273977948	0.105764145954521	3	59	1	1	0	0	0	0	0	0	0	0.27633588785971347
sim64	7347	0	0	0	0	8	1	0	0	1	0.564971751412429	43	42	88	17072.8706865752	0.0922152560083595	2	37	1	1	0	0	0	1	0	0	1	0.2762556222677106
sim91	7022	0	0	0	0	11	1	0	0	1	8.57142857142857	21	12	83	79415.98261448	0.0323244196297385	13	23	1	0	1	0	0	1	0	1	0	0.2762206285124572
sim99	30844	1	1	0	0	2	0	0	1	1	0.574712643678161	43	20	54	14325.1183517673	0.06638714185884	3	40	1	1	0	0	0	1	0	0	0	0.276219823767919
sim98	10262	0	0	0	0	5	1	0	1	0	55.4913294797688	43	28	113	24018.9535736898	0.134007585335019	19	4	1	1	0	0	0	1	0	0	0	0.2761702921030859
sim1	196528	1	0	1	0	2	0	0	0	0	15.9420289855072	43	40	29	2344.10808797277	0.24384236453202	8	34	0	0	1	0	0	1	0	0	0	0.27616251710840584
sim24	23065	1	1	0	0	2	0	0	0	0	29.2397660818713	43	42	43	8303.02556120255	0.13953488372093	3	71	1	1	0	0	0	1	0	0	1	0.27613431037800906
sim52	7764	0	0	0	0	4	1	0	0	0	40.5797101449275	42	42	12	1174.17023305599	0.545454545454545	6	26	0	1	0	0	0	1	0	0	1	0.27610657320498044
sim35	1282	2	2	0	0	2	0	0	0	1	0	41	21	32	9710.724761823	0.0987903225806452	21	42	0	1	0	0	0	0	0	0	0	0.2760844951209709
sim42	7319	0	0	0	0	5	1	0	1	1	1.71428571428571	43	36	80	19368.2748265127	0.0724683544303797	5	26	1	1	0	0	0	1	0	0	0	0.2760679227097342
sim73	64326	0	0	0	0	9	1	0	1	0	3.97727272727273	43	36	93	25388.4909802126	0.129266012155213	7	6	1	1	0	0	0	1	0	0	0	0.2760581579354129
sim92	10380	0	0	0	0	6	1	0	0	0	8.09248554913295	43	39	57	17837.2447459599	0.0075187969924812	3	69	1	1	0	0	0	1	0	0	0	0.2760350233497335
sim60	204	0	0	0	0	9	1	0	1	0	9.375	43	40	45	7000.68165764597	0.111111111111111	1	61	1	1	0	0	0	1	0	0	0	0.2760309378643308
sim37	57604	0	0	0	0	19	1	0	0	0	0	24	30	4	112.957509746319	0	3	134	0	1	0	0	0	0	0	1	0	0.2760283472426303
sim88	378	1	1	0	0	2	0	0	1	1	30.8571428571429	43	36	52	7865.46420920006	0.119909502262443	5	5	1	1	0	0	0	1	0	0	0	0.27597466151109007
sim33	8701	0	0	0	0	44	1	0	0	1	0	5	3	1	0	0	3	1	0	1	0	0	0	0	0	0	0	0.27596308678899456
sim25	57187	0	0	0	0	5	1	0	0	0	37.2781065088757	43	44	99	24688.1615820412	0.0758606472892187	10	18	1	1	0	0	0	1	0	0	1	0.2759303390922054
sim73	10723	0	0	0	0	5	1	0	0	1	7.2463768115942	42	44	16	2991.85528233381	0.025	3	103	0	1	0	0	0	1	0	0	1	0.27588956556691485
sim52	1557	1	1	1	0	2	0	0	1	1	0.591715976331361	6	5	2	0	1	3	34	0	1	0	0	0	1	0	0	0	0.2758774639998549
sim24	79031	1	1	0	0	2	0	0	1	1	3.40136054421769	43	43	19	1205.66188914456	0.380116959064327	3	44	0	1	0	0	0	1	0	0	1	0.2758771953617215
sim34	6385	0	0	0	0	9	1	0	0	1	0.568181818181818	43	44	28	5233.14752360192	0.113756613756614	7	36	0	0	0	1	0	1	0	0	1	0.2758665659863321
sim52	5934	0	0	0	0	3	1	0	0	1	0	43	44	67	29490.8499129606	0.114427860696517	33	9	1	1	0	0	0	0	0	0	1	0.2758433876702072
sim72	8881	0	0	0	0	8	1	0	0	0	98.5507246376812	43	43	144	50756.8479860852	0.0506021756021756	24	1	1	1	0	0	0	1	0	0	1	0.2758348815624069
sim95	8458	1	1	0	0	2	0	0	0	0	12.5	39	40	59	8659.39317842929	0.0368205727644652	3	65	1	1	0	0	0	1	0	0	0	0.27582299147269984
sim84	4651	0	0	0	0	10	1	0	0	0	0.568181818181818	42	38	24	1733.54681210059	0.072463768115942	1	74	0	1	0	0	0	1	0	0	0	0.27578542442904364
sim90	22985	1	1	0	0	2	0	0	0	0	13.7142857142857	43	44	114	31863.6525930814	0.138332557056358	3	25	1	1	0	0	0	1	0	0	1	0.2757847530579848
sim10	22887	0	0	0	0	8	1	0	0	1	0.564971751412429	43	36	18	2165.43807745689	0.143790849673203	3	71	0	1	0	0	0	1	0	0	0	0.2757447767559251
sim21	54968	0	0	0	0	15	1	0	0	0	5.08474576271187	43	44	30	3485.63654461729	0.0482758620689655	3	23	0	1	0	0	0	1	0	0	1	0.2757208393538644
sim10	65005	0	0	0	0	8	1	0	0	0	24.1379310344828	43	44	85	19483.2898746015	0.244817927170868	9	14	1	1	0	0	0	1	0	0	1	0.27568125865663073
sim79	27097	0	0	0	0	5	1	0	0	0	47.0588235294118	43	36	36	7047.0857948365	0.217460317460317	21	7	0	1	0	0	0	1	0	0	0	0.275673693194932
sim100	474344	0	0	0	0	9	1	0	0	0	0	42	43	2	0	1	3	7	0	1	0	0	0	0	0	0	1	0.2756700044800554
sim37	26136	0	0	0	0	10	1	0	0	1	0.680272108843537	42	33	57	28167.0787775685	0.0764411027568922	3	58	1	1	0	0	0	1	0	0	0	0.275643297155523
sim42	667	1	1	0	0	2	0	0	0	1	7.55813953488372	42	34	75	17380.1454890848	0.0735135135135135	1	35	1	0	1	0	0	1	0	0	0	0.27563598305073866
sim91	201562	0	0	0	0	7	1	0	0	1	8.57142857142857	43	43	26	6356.3950688919	0.0276923076923077	3	68	0	1	0	0	0	1	0	0	1	0.2756306380734908
sim28	7381	0	0	0	0	4	1	0	0	0	4.10958904109589	43	44	59	8802.71466319283	0.149620105201636	3	54	1	1	0	0	0	1	0	0	1	0.27560995590088605
sim21	3815	0	0	0	0	9	1	0	0	1	0	37	5	100	18606.3801715603	0.122020202020202	27	25	1	1	0	0	0	0	0	0	0	0.2755729133869168
sim8	25778	0	0	0	0	13	1	0	0	0	2.7027027027027	42	44	37	8002.34367040611	0.0405405405405405	3	138	0	1	0	0	0	1	0	0	1	0.27555541087678775
sim41	65265	0	0	0	0	5	1	0	0	0	10.7954545454545	43	43	63	30077.9887958643	0.0373783922171019	3	56	1	1	0	0	0	1	0	0	1	0.2754630186411905
sim97	55975	0	0	0	0	9	1	0	0	0	0.564971751412429	43	39	20	1798.24348859068	0.105263157894737	3	52	0	1	0	0	0	1	0	0	0	0.2754194078043868
sim15	64393	0	0	0	0	4	1	0	0	0	0	41	43	24	3098.34783974163	0.130434782608696	3	143	0	0	1	0	0	0	0	0	1	0.2753652574750369
sim85	2491	0	0	0	0	6	1	0	0	0	33.3333333333333	15	36	15	1615.27538548736	0.438095238095238	14	24	0	1	0	0	0	1	0	1	0	0.27533294196051883
sim54	9869	2	1	0	0	2	0	0	0	0	54.4117647058823	43	35	149	114164.657218012	0.0431706874659895	7	23	1	1	0	0	0	1	0	0	0	0.27532558764209303
sim46	7454	0	0	0	0	12	1	0	0	1	0	41	26	80	12808.958476795	0.0863924050632911	15	23	1	1	0	0	0	0	0	0	0	0.27523269501883874
sim50	2785	0	0	0	0	4	1	0	0	1	0.564971751412429	13	36	17	490.029831322994	0.227941176470588	41	13	0	0	0	1	0	1	0	1	0	0.27523115946590665
sim78	203100	0	0	0	0	27	1	0	0	1	5.79710144927536	14	1	9	190.548515211351	0	3	3	0	1	0	0	0	1	0	1	0	0.2751701989044554
sim4	5429	0	0	0	0	10	1	0	0	0	4.43037974683544	43	44	41	7091.73447229741	0.110975609756098	9	10	1	1	0	0	0	1	0	0	1	0.27514597752901804
sim54	286826	1	1	0	0	2	0	0	0	0	11.5646258503401	37	37	31	5183.73292082867	0.135483870967742	15	32	0	1	0	0	0	1	0	0	0	0.2751293977719662
sim54	7156	1	1	1	0	2	0	0	0	0	64.7058823529412	42	31	38	6158.50367870437	0.0896159317211949	22	16	0	1	0	0	0	1	0	0	0	0.275081325462337
sim81	7690	0	0	0	0	7	1	0	1	0	39.4117647058824	43	43	80	24738.8998274021	0.0325949367088608	3	25	1	1	0	0	0	1	0	0	1	0.2750561042861813
sim49	57530	0	0	0	0	5	1	0	0	1	3.40909090909091	32	29	101	10998.0739273376	0.321782178217822	6	23	1	0	0	1	0	1	0	1	0	0.2750485224779591
sim73	9815	0	0	0	0	7	1	0	0	1	21.9512195121951	43	42	91	21301.848279127	0.136996336996337	1	9	1	1	0	0	0	1	0	0	1	0.27493889366865004
sim28	3674	0	0	0	0	5	1	0	0	1	1.69491525423729	19	1	19	1748.02520577844	0.0818713450292398	57	14	0	1	0	0	0	1	0	1	0	0.27493225168343227
sim98	149371	0	0	0	0	5	1	0	0	0	67.6470588235294	43	40	56	13891.2037894951	0.103896103896104	4	76	1	1	0	0	0	1	0	0	0	0.2749171825157393
sim87	6657	0	0	0	0	7	1	0	0	1	5.79710144927536	11	9	351	246312.505873366	0.0222710622710623	22	19	1	1	0	0	0	1	0	1	0	0.27485747157096696
sim75	25925	0	0	0	0	13	1	0	0	1	0.617283950617284	40	43	12	1183.88798614491	0.227272727272727	1	1	0	1	0	0	0	1	0	0	1	0.27485440263019195
sim6	79101	0	0	0	0	10	1	0	0	0	11.377245508982	43	26	51	4917.6695016019	0.0941176470588235	6	91	1	0	0	1	0	1	0	0	0	0.2748399764008826
sim40	8895	0	0	0	0	9	1	0	0	1	1.12994350282486	43	39	31	4395.43979110663	0.197849462365591	1	7	0	1	0	0	0	1	0	0	0	0.2748366327692414
sim96	9334	0	0	0	0	5	1	0	0	1	10.4477611940298	43	36	21	6699.25490674252	0.0285714285714286	3	54	0	1	0	0	0	1	0	0	0	0.2748255552912754
sim61	253943	0	0	0	0	12	1	0	0	1	1.72413793103448	43	36	18	1197.12337829541	0.196078431372549	3	26	0	1	0	0	0	1	0	0	0	0.27480105194118387
sim62	23215	1	1	0	0	2	0	0	0	1	19.5488721804511	43	43	37	4360.3708679347	0.118618618618619	3	55	0	0	1	0	0	1	0	0	1	0.2747954623720158
sim82	79590	0	0	0	0	4	1	0	0	0	12.5	43	41	60	6441.98006885964	0.309039548022599	9	2	1	1	0	0	0	1	0	0	1	0.27474980319661313
sim31	9353	3	3	0	0	2	0	0	0	1	0	39	36	20	1674.72833777197	0.142105263157895	9	2	0	1	0	0	0	0	0	0	0	0.27470001893251256
sim64	3575	0	0	0	0	9	1	0	0	0	0	38	34	106	17818.880695006	0.130098831985624	17	22	1	0	0	1	0	0	0	0	0	0.27469189239945574
sim73	6760	1	1	0	0	2	0	0	0	0	27.8409090909091	43	35	51	22719.0244063566	0.224313725490196	2	35	1	1	0	0	0	1	0	0	0	0.27465271642627775
sim58	9149	0	0	0	0	10	1	0	0	1	1.70454545454545	42	28	65	13760.1361540921	0.0581730769230769	3	32	1	1	0	0	0	1	0	0	0	0.27465047599048975
sim39	10299	0	0	0	0	16	1	0	0	0	4.57142857142857	43	24	16	2524.04498906318	0.0833333333333333	3	95	0	1	0	0	0	1	0	0	0	0.2745599196128162
sim77	10009	1	1	0	0	2	0	0	0	1	0	43	42	49	10559.7576823539	0.0637755102040816	2	83	1	1	0	0	0	0	0	0	1	0.2745451926862819
sim23	26057	1	1	0	0	2	0	0	0	1	15.606936416185	43	39	39	5570.19324438321	0.0229419703103914	3	16	0	1	0	0	0	1	0	0	0	0.2745254721185709
sim67	9507	0	0	0	0	5	1	0	0	1	3.42857142857143	31	27	35	21677.0027237321	0.0336134453781513	3	77	0	1	0	0	0	1	0	1	0	0.2745207866153884
sim99	57575	3	2	0	0	2	0	0	0	1	0.564971751412429	16	25	13	1125.5772691118	0.153846153846154	3	19	0	1	0	0	0	1	0	1	0	0.2744921568682832
sim66	8078	0	0	0	0	9	1	0	0	1	29.1428571428571	43	41	81	26886.2044730392	0.0790123456790123	1	25	1	1	0	0	0	1	0	0	1	0.2744672449559061
sim85	9382	0	0	0	0	8	1	0	0	0	52.2388059701493	43	44	22	1781.23307262176	0.281385281385281	12	2	0	1	0	0	0	1	0	0	1	0.2743585893882088
sim54	4763	1	1	1	0	2	0	0	0	0	0.564971751412429	43	37	99	23993.4327595064	0.277468563182849	5	14	1	1	0	0	0	1	0	0	0	0.27434630577419267
sim83	1131	0	0	0	0	6	1	0	0	1	0.564971751412429	18	33	57	11980.3531399723	0.0100250626566416	3	53	1	1	0	0	0	1	0	1	0	0.2743254554849699
sim57	22820	0	0	0	0	4	1	0	1	0	18.3673469387755	43	44	81	25309.1779517286	0.109876543209877	8	8	1	1	0	0	0	1	0	0	1	0.2743138587396216
sim48	55762	0	0	0	0	4	1	0	1	1	0.675675675675676	40	36	2	4.22627762938085	0	1	87	0	1	0	0	0	1	0	0	0	0.27427805672334077
sim31	9261	0	0	0	0	9	1	0	0	1	1.14285714285714	43	38	58	11529.529829051	0.101633393829401	4	49	1	1	0	0	0	1	0	0	0	0.2742577620190586
sim88	23414	0	0	0	0	14	1	0	0	1	0	33	41	18	566.654942029071	0.248366013071895	1	7	0	1	0	0	0	0	0	1	1	0.27411072424291494
sim29	94241	0	0	0	0	7	1	0	0	0	0.564971751412429	43	26	13	812.326385545494	0.179487179487179	2	95	0	0	1	0	0	1	0	0	0	0.2740898081908855
sim41	57448	1	1	0	0	2	0	0	0	0	8.57142857142857	42	40	63	23807.8010328152	0.0368663594470046	8	6	1	1	0	0	0	1	0	0	0	0.2740821708771387
sim36	91687	0	0	0	0	8	1	0	0	0	25.7309941520468	34	42	11	2143.08752183861	0.109090909090909	15	34	0	0	1	0	0	1	0	1	1	0.2740493173571156
sim34	6591	0	0	0	0	11	1	0	0	1	0.564971751412429	40	43	20	950.243557126667	0.210526315789474	1	38	0	0	1	0	0	1	0	0	1	0.2740248814583645
sim100	6944	0	0	0	0	10	1	0	0	0	36.4161849710983	43	36	44	6392.11506625241	0.247357293868922	10	15	1	1	0	0	0	1	0	0	0	0.27402278123293994
sim50	6767	1	1	0	0	2	0	0	1	0	3.57142857142857	43	44	54	14748.8290675211	0.106918238993711	2	24	1	1	0	0	0	1	0	0	1	0.27399652336785807
sim53	4715	0	0	0	0	7	1	0	1	0	15.4285714285714	43	37	63	15175.501421332	0.144393241167435	4	14	1	1	0	0	0	1	0	0	0	0.2739209570673548
sim38	58500	0	0	0	0	6	1	0	0	1	3.40909090909091	42	43	49	15890.7028281458	0.0680272108843537	1	31	1	1	0	0	0	1	0	0	1	0.27391617127231493
sim73	22	0	0	0	0	5	1	0	0	1	40.4624277456647	43	42	28	2769.58895009696	0.0978835978835979	3	68	0	1	0	0	0	1	0	0	1	0.27386873785583465
sim84	4850	0	0	0	0	9	1	0	0	0	6.81818181818182	43	44	16	528.060924000575	0.15	2	58	0	1	0	0	0	1	0	0	1	0.2738617204544988
sim3	3315	0	0	0	0	5	1	0	1	0	0	43	38	413	712768.759499355	0.0388819671360399	4	14	1	0	1	0	0	0	0	0	0	0.2738445895188455
sim3	1942	0	0	0	0	5	1	0	0	1	1.12994350282486	42	42	18	4366.54939237046	0.0588235294117647	3	62	0	0	1	0	0	1	0	0	1	0.2738422710060075
sim26	9984	0	0	0	0	4	1	0	0	0	27.3255813953488	42	36	87	12829.7130061375	0.0820636193531141	10	1	1	1	0	0	0	1	0	0	0	0.27383840853453945
sim45	7391	0	0	0	0	6	1	0	0	1	0.574712643678161	43	44	66	17018.0165688722	0.0722610722610723	3	4	1	0	0	1	0	1	0	0	1	0.27383145198583836
sim56	79833	0	0	0	0	6	1	0	0	0	22.6190476190476	42	42	31	3158.35612412429	0.337634408602151	10	53	0	0	1	0	0	1	0	0	1	0.2737965052970437
sim88	7082	1	0	1	0	2	0	0	0	1	0.564971751412429	41	37	117	143121.21540922	0.0529030356616564	8	33	1	0	1	0	0	1	0	0	0	0.27377381382225024
sim99	8864	2	1	0	0	2	0	0	0	1	0	43	44	20	1052.37250767734	0.378947368421053	5	82	0	0	1	0	0	0	0	0	1	0.2737512273238942
sim86	780	1	1	0	0	2	0	0	0	1	2.28571428571429	40	44	22	15664.2983667771	0.0779220779220779	2	40	0	0	1	0	0	1	0	0	1	0.2737502995001556
sim67	528	0	0	0	0	6	1	0	0	1	65.1515151515152	43	34	61	6084.59745858022	0.0797814207650273	1	48	1	1	0	0	0	1	0	0	0	0.27371398425274596
sim100	7220	0	0	0	0	13	1	0	0	1	0	37	44	22	6426.57763552433	0.194805194805195	7	5	0	1	0	0	0	0	0	0	1	0.27369415087065013
sim12	84951	0	0	0	0	11	1	0	0	1	0	14	36	14	2684.69348687217	0.186813186813187	1	41	0	0	0	0	1	0	0	1	0	0.2735996013297472
sim59	23597	0	0	0	0	6	1	0	0	0	10.1694915254237	43	42	38	11599.2252493962	0.0298719772403983	3	121	0	1	0	0	0	1	0	0	1	0.2735973166774876
sim19	6696	0	0	0	0	7	1	0	0	0	0	40	25	92	98629.088154738	0.0181557572861921	16	6	1	1	0	0	0	0	0	0	0	0.27357491917645216
sim31	25896	1	1	0	0	2	0	0	0	0	23.1292517006803	42	36	51	16200.7883669329	0.0643137254901961	7	73	1	1	0	0	0	1	0	0	0	0.2735530089575717
sim71	27246	0	0	0	0	7	1	0	0	0	0	42	43	40	26598.3422434621	0.0871794871794872	3	114	0	1	0	0	0	0	0	0	1	0.27355199057061175
sim92	23204	0	0	0	0	5	1	0	1	0	1.13636363636364	43	37	46	19401.1606022388	0.0328502415458937	3	114	1	0	1	0	0	1	0	0	0	0.2735395343850082
sim34	10923	0	0	0	0	7	1	0	1	0	2.27272727272727	43	44	81	13990.0919373389	0.112962962962963	4	45	1	1	0	0	0	1	0	0	1	0.2735357251258107
sim65	23034	0	0	0	0	10	1	0	0	1	5.79710144927536	41	42	17	1103.87772133983	0.257352941176471	3	43	0	0	1	0	0	1	0	0	1	0.2735320562688766
sim4	57460	1	1	0	0	2	0	0	0	1	8.52272727272727	36	34	95	10306.1778698137	0.361478163493841	3	31	1	0	1	0	0	1	0	1	0	0.2735174263725261
sim72	55012	0	0	0	0	17	1	0	0	0	24.1379310344828	43	44	26	1976.78337728134	0.129230769230769	3	1	0	1	0	0	0	1	0	0	1	0.273426320884026
sim44	55847	0	0	0	0	13	1	0	1	1	0	42	36	32	1649.20398051091	0.163306451612903	3	21	0	1	0	0	0	0	0	0	0	0.27341724270055545
